SalesRecordID,WeekStartDate,StoreID,ProductID,SupplierID,RecordType,Units,ListUnitPrice,DiscountRate,GrossSales,DiscountAmount,NetSales,UnitCost,CostOfGoodsSold,GrossProfit,PromotionName,BasketCount
SL000014,2026-02-23,ST001,PR014,SUP008,Sale,41,29.98,0.0962,1229.18,118.27,1110.91,21.02,861.82,249.09,Month-end Essentials,25
SL000015,2026-02-23,ST001,PR015,SUP002,Sale,89,37.4,0.0734,3328.6,244.46,3084.14,28.79,2562.31,521.83,Store Manager Markdown,59
SL000016,2026-02-23,ST001,PR016,SUP002,Sale,55,37.89,0.0,2083.95,0.0,2083.95,29.66,1631.3,452.65,No promotion,30
SL000017,2026-02-23,ST001,PR017,SUP002,Sale,47,49.25,0.0,2314.75,0.0,2314.75,36.49,1715.03,599.72,No promotion,26
SL000018,2026-02-23,ST001,PR018,SUP002,Sale,38,108.97,0.0,4140.86,0.0,4140.86,88.86,3376.68,764.18,No promotion,24
SL000019,2026-02-23,ST001,PR019,SUP002,Sale,28,80.21,0.0,2245.88,0.0,2245.88,63.65,1782.2,463.68,No promotion,24
SL000020,2026-02-23,ST001,PR020,SUP007,Sale,53,90.38,0.0,4790.14,0.0,4790.14,74.01,3922.53,867.61,No promotion,38
SL000021,2026-02-23,ST001,PR021,SUP007,Sale,52,67.54,0.0,3512.08,0.0,3512.08,51.53,2679.56,832.52,No promotion,46
SL000022,2026-02-23,ST001,PR022,SUP002,Sale,37,43.08,0.0,1593.96,0.0,1593.96,30.24,1118.88,475.08,No promotion,24
SL000023,2026-02-23,ST001,PR023,SUP007,Sale,32,39.85,0.0,1275.2,0.0,1275.2,27.25,872.0,403.2,No promotion,26
SL000024,2026-02-23,ST001,PR025,SUP007,Sale,21,46.79,0.0,982.59,0.0,982.59,32.74,687.54,295.05,No promotion,12
SL000025,2026-02-23,ST001,PR026,SUP002,Sale,23,31.58,0.0,726.34,0.0,726.34,21.36,491.28,235.06,No promotion,15
SL000026,2026-02-23,ST001,PR027,SUP006,Sale,38,44.61,0.0627,1695.18,106.3,1588.88,31.63,1201.94,386.94,Month-end Essentials,21
SL000027,2026-02-23,ST001,PR028,SUP006,Sale,36,37.93,0.0836,1365.48,114.18,1251.3,24.96,898.56,352.74,Month-end Essentials,24
SL000028,2026-02-23,ST001,PR029,SUP006,Sale,29,55.23,0.0816,1601.67,130.66,1471.01,37.94,1100.26,370.75,Month-end Essentials,17
SL000029,2026-02-23,ST001,PR030,SUP003,Sale,22,80.57,0.0786,1772.54,139.41,1633.13,53.13,1168.86,464.27,Month-end Essentials,18
SL000030,2026-02-23,ST001,PR031,SUP006,Sale,45,59.79,0.0833,2690.55,224.02,2466.53,43.17,1942.65,523.88,Month-end Essentials,29
SL000031,2026-02-23,ST001,PR031,SUP006,Return,-2,59.79,0.0833,-119.58,-9.96,-109.62,43.17,-86.34,-23.28,Month-end Essentials,-1
SL000032,2026-02-23,ST001,PR032,SUP006,Sale,36,64.52,0.0899,2322.72,208.73,2113.99,46.52,1674.72,439.27,Month-end Essentials,21
SL000033,2026-02-23,ST001,PR034,SUP003,Sale,26,73.4,0.118,1908.4,225.25,1683.15,49.61,1289.86,393.29,Month-end Essentials,21
SL000034,2026-02-23,ST001,PR035,SUP006,Sale,32,39.98,0.0747,1279.36,95.55,1183.81,28.94,926.08,257.73,Month-end Essentials,22
SL000035,2026-02-23,ST001,PR037,SUP003,Sale,24,69.4,0.0969,1665.6,161.38,1504.22,46.34,1112.16,392.06,Month-end Essentials,13
SL000036,2026-02-23,ST001,PR038,SUP004,Sale,37,109.85,0.0,4064.45,0.0,4064.45,80.93,2994.41,1070.04,No promotion,22
SL000037,2026-02-23,ST001,PR039,SUP004,Sale,40,31.9,0.0,1276.0,0.0,1276.0,20.55,822.0,454.0,No promotion,22
SL000038,2026-02-23,ST001,PR040,SUP010,Sale,33,39.24,0.0,1294.92,0.0,1294.92,26.18,863.94,430.98,No promotion,26
SL000039,2026-02-23,ST001,PR041,SUP010,Sale,28,33.05,0.0,925.4,0.0,925.4,21.17,592.76,332.64,No promotion,23
SL000040,2026-02-23,ST001,PR042,SUP004,Sale,25,75.26,0.0,1881.5,0.0,1881.5,51.92,1298.0,583.5,No promotion,19
SL000041,2026-02-23,ST001,PR043,SUP010,Sale,24,28.51,0.0,684.24,0.0,684.24,18.94,454.56,229.68,No promotion,15
SL000042,2026-02-23,ST001,PR044,SUP004,Sale,24,120.75,0.0,2898.0,0.0,2898.0,84.99,2039.76,858.24,No promotion,13
SL000043,2026-02-23,ST001,PR046,SUP011,Sale,24,37.72,0.0,905.28,0.0,905.28,23.07,553.68,351.6,No promotion,16
SL000044,2026-02-23,ST001,PR047,SUP004,Sale,29,49.13,0.0,1424.77,0.0,1424.77,31.72,919.88,504.89,No promotion,25
SL000045,2026-02-23,ST001,PR048,SUP011,Sale,17,44.32,0.0,753.44,0.0,753.44,27.22,462.74,290.7,No promotion,12
SL000046,2026-02-23,ST001,PR049,SUP010,Sale,27,37.49,0.0,1012.23,0.0,1012.23,23.62,637.74,374.49,No promotion,17
SL000047,2026-02-23,ST001,PR050,SUP004,Sale,25,24.82,0.0,620.5,0.0,620.5,17.11,427.75,192.75,No promotion,14
SL000048,2026-02-23,ST001,PR051,SUP005,Sale,34,55.28,0.0,1879.52,0.0,1879.52,34.69,1179.46,700.06,No promotion,27
SL000049,2026-02-23,ST001,PR052,SUP005,Sale,20,57.7,0.0,1154.0,0.0,1154.0,37.04,740.8,413.2,No promotion,18
SL000050,2026-02-23,ST001,PR053,SUP005,Sale,21,39.93,0.0,838.53,0.0,838.53,24.64,517.44,321.09,No promotion,12
SL000051,2026-02-23,ST001,PR054,SUP011,Sale,22,37.36,0.0,821.92,0.0,821.92,22.92,504.24,317.68,No promotion,20
SL000052,2026-02-23,ST001,PR055,SUP011,Sale,21,34.37,0.0,721.77,0.0,721.77,21.88,459.48,262.29,No promotion,17
SL000053,2026-02-23,ST001,PR056,SUP005,Sale,23,70.62,0.0,1624.26,0.0,1624.26,45.09,1037.07,587.19,No promotion,16
SL000054,2026-02-23,ST001,PR057,SUP005,Sale,26,58.64,0.0,1524.64,0.0,1524.64,36.94,960.44,564.2,No promotion,17
SL000055,2026-02-23,ST001,PR058,SUP011,Sale,17,46.17,0.0,784.89,0.0,784.89,28.14,478.38,306.51,No promotion,12
SL000056,2026-02-23,ST001,PR059,SUP005,Sale,19,44.12,0.0,838.28,0.0,838.28,29.59,562.21,276.07,No promotion,14
SL000057,2026-02-23,ST001,PR061,SUP011,Sale,26,23.66,0.0,615.16,0.0,615.16,14.06,365.56,249.6,No promotion,14
SL000058,2026-02-23,ST001,PR062,SUP003,Sale,42,34.8,0.0,1461.6,0.0,1461.6,25.53,1072.26,389.34,No promotion,34
SL000059,2026-02-23,ST001,PR063,SUP003,Sale,60,36.77,0.0,2206.2,0.0,2206.2,27.28,1636.8,569.4,No promotion,39
SL000060,2026-02-23,ST001,PR064,SUP009,Sale,31,50.0,0.0,1550.0,0.0,1550.0,33.93,1051.83,498.17,No promotion,24
SL000061,2026-02-23,ST001,PR065,SUP009,Sale,56,43.97,0.0,2462.32,0.0,2462.32,30.82,1725.92,736.4,No promotion,42
SL000062,2026-02-23,ST001,PR066,SUP009,Sale,48,30.07,0.0867,1443.36,125.17,1318.19,21.2,1017.6,300.59,Store Manager Markdown,26
SL000063,2026-02-23,ST001,PR067,SUP009,Sale,36,32.29,0.0,1162.44,0.0,1162.44,22.1,795.6,366.84,No promotion,29
SL000064,2026-02-23,ST001,PR068,SUP011,Sale,42,24.99,0.0,1049.58,0.0,1049.58,15.28,641.76,407.82,No promotion,30
SL000065,2026-02-23,ST001,PR069,SUP011,Sale,32,25.34,0.0,810.88,0.0,810.88,16.04,513.28,297.6,No promotion,27
SL000066,2026-02-23,ST001,PR070,SUP003,Sale,22,65.74,0.0,1446.28,0.0,1446.28,44.46,978.12,468.16,No promotion,14
SL000067,2026-02-23,ST001,PR071,SUP011,Sale,29,29.82,0.0,864.78,0.0,864.78,18.17,526.93,337.85,No promotion,18
SL000068,2026-02-23,ST001,PR072,SUP011,Sale,31,28.69,0.0,889.39,0.0,889.39,18.13,562.03,327.36,No promotion,20
SL000069,2026-02-23,ST001,PR073,SUP003,Sale,25,46.87,0.0,1171.75,0.0,1171.75,32.88,822.0,349.75,No promotion,19
SL000070,2026-02-23,ST001,PR074,SUP009,Sale,19,37.88,0.0,719.72,0.0,719.72,24.8,471.2,248.52,No promotion,12
SL000071,2026-02-23,ST001,PR076,SUP011,Sale,25,29.62,0.0,740.5,0.0,740.5,18.54,463.5,277.0,No promotion,21
SL000072,2026-02-23,ST001,PR077,SUP011,Sale,30,19.88,0.0,596.4,0.0,596.4,11.92,357.6,238.8,No promotion,21
SL000073,2026-02-23,ST002,PR001,SUP001,Sale,110,84.8,0.137,9328.0,1277.94,8050.06,63.92,7031.2,1018.86,Month-end Essentials,84
SL000074,2026-02-23,ST002,PR002,SUP001,Sale,60,43.64,0.0951,2618.4,249.04,2369.36,31.24,1874.4,494.96,Month-end Essentials,40
SL000075,2026-02-23,ST002,PR003,SUP001,Sale,52,49.44,0.1079,2570.88,277.36,2293.52,35.65,1853.8,439.72,Month-end Essentials,29
SL000076,2026-02-23,ST002,PR004,SUP008,Sale,97,70.43,0.109,6831.71,744.32,6087.39,53.22,5162.34,925.05,Month-end Essentials,82
SL000077,2026-02-23,ST002,PR005,SUP008,Sale,41,54.46,0.0891,2232.86,198.94,2033.92,38.91,1595.31,438.61,Month-end Essentials,30
SL000078,2026-02-23,ST002,PR006,SUP012,Sale,89,95.69,0.09,8516.41,766.48,7749.93,76.22,6783.58,966.35,Month-end Essentials,60
SL000079,2026-02-23,ST002,PR007,SUP012,Sale,53,19.41,0.0716,1028.73,73.68,955.05,12.83,679.99,275.06,Month-end Essentials,33
SL000080,2026-02-23,ST002,PR008,SUP012,Sale,62,17.89,0.07,1109.18,77.61,1031.57,12.55,778.1,253.47,Month-end Essentials,34
SL000081,2026-02-23,ST002,PR009,SUP011,Sale,82,73.66,0.1097,6040.12,662.9,5377.22,53.19,4361.58,1015.64,Month-end Essentials,44
SL000082,2026-02-23,ST002,PR010,SUP012,Sale,96,24.39,0.0941,2341.44,220.31,2121.13,15.88,1524.48,596.65,Month-end Essentials,61
SL000083,2026-02-23,ST002,PR011,SUP012,Sale,64,25.34,0.08220000000000001,1621.76,133.36,1488.4,16.81,1075.84,412.56,Month-end Essentials,46
SL000084,2026-02-23,ST002,PR012,SUP011,Sale,43,38.41,0.042,1651.63,69.37,1582.26,24.15,1038.45,543.81,Month-end Essentials,30
SL000085,2026-02-23,ST002,PR013,SUP011,Sale,70,39.78,0.0691,2784.6,192.31,2592.29,27.62,1933.4,658.89,Month-end Essentials,49
SL000086,2026-02-23,ST002,PR014,SUP008,Sale,62,29.98,0.0763,1858.76,141.88,1716.88,20.94,1298.28,418.6,Month-end Essentials,40
SL000087,2026-02-23,ST002,PR015,SUP002,Sale,162,37.4,0.0,6058.8,0.0,6058.8,29.0,4698.0,1360.8,No promotion,88
SL000088,2026-02-23,ST002,PR016,SUP002,Sale,77,37.89,0.0,2917.53,0.0,2917.53,29.88,2300.76,616.77,No promotion,57
SL000089,2026-02-23,ST002,PR017,SUP002,Sale,65,49.25,0.0,3201.25,0.0,3201.25,37.35,2427.75,773.5,No promotion,45
SL000090,2026-02-23,ST002,PR018,SUP002,Sale,70,108.97,0.0,7627.9,0.0,7627.9,90.08,6305.6,1322.3,No promotion,58
SL000091,2026-02-23,ST002,PR018,SUP002,Return,-5,108.97,0.0,-544.85,-0.0,-544.85,90.08,-450.4,-94.45,No promotion,-1
SL000092,2026-02-23,ST002,PR019,SUP002,Sale,38,80.21,0.0,3047.98,0.0,3047.98,61.79,2348.02,699.96,No promotion,27
SL000093,2026-02-23,ST002,PR020,SUP007,Sale,63,90.38,0.0,5693.94,0.0,5693.94,73.42,4625.46,1068.48,No promotion,54
SL000094,2026-02-23,ST002,PR021,SUP007,Sale,62,67.54,0.0,4187.48,0.0,4187.48,51.23,3176.26,1011.22,No promotion,42
SL000095,2026-02-23,ST002,PR022,SUP002,Sale,46,43.08,0.0,1981.68,0.0,1981.68,30.36,1396.56,585.12,No promotion,35
SL000096,2026-02-23,ST002,PR023,SUP007,Sale,50,39.85,0.0,1992.5,0.0,1992.5,27.91,1395.5,597.0,No promotion,30
SL000097,2026-02-23,ST002,PR024,SUP007,Sale,40,32.85,0.0,1314.0,0.0,1314.0,23.88,955.2,358.8,No promotion,23
SL000098,2026-02-23,ST002,PR025,SUP007,Sale,34,46.79,0.0,1590.86,0.0,1590.86,32.22,1095.48,495.38,No promotion,20
SL000099,2026-02-23,ST002,PR026,SUP002,Sale,43,31.58,0.0,1357.94,0.0,1357.94,21.81,937.83,420.11,No promotion,30
SL000100,2026-02-23,ST002,PR027,SUP006,Sale,90,44.61,0.12,4014.9,481.94,3532.96,31.11,2799.9,733.06,Month-end Essentials,77
SL000101,2026-02-23,ST002,PR028,SUP006,Sale,58,37.93,0.0748,2199.94,164.48,2035.46,24.84,1440.72,594.74,Month-end Essentials,42
SL000102,2026-02-23,ST002,PR029,SUP006,Sale,56,55.23,0.0978,3092.88,302.64,2790.24,38.56,2159.36,630.88,Month-end Essentials,36
SL000103,2026-02-23,ST002,PR030,SUP003,Sale,51,80.57,0.0757,4109.07,311.08,3797.99,51.84,2643.84,1154.15,Month-end Essentials,28
SL000104,2026-02-23,ST002,PR031,SUP006,Sale,55,59.79,0.0959,3288.45,315.5,2972.95,43.37,2385.35,587.6,Month-end Essentials,34
SL000105,2026-02-23,ST002,PR032,SUP006,Sale,53,64.52,0.0806,3419.56,275.59,3143.97,46.54,2466.62,677.35,Month-end Essentials,37
SL000106,2026-02-23,ST002,PR033,SUP003,Sale,33,61.87,0.0939,2041.71,191.81,1849.9,40.32,1330.56,519.34,Month-end Essentials,29
SL000107,2026-02-23,ST002,PR034,SUP003,Sale,52,73.4,0.137,3816.8,522.9,3293.9,49.69,2583.88,710.02,Month-end Essentials,32
SL000108,2026-02-23,ST002,PR035,SUP006,Sale,60,39.98,0.1181,2398.8,283.39,2115.41,28.58,1714.8,400.61,Month-end Essentials,47
SL000109,2026-02-23,ST002,PR036,SUP011,Sale,36,35.81,0.1062,1289.16,136.93,1152.23,22.56,812.16,340.07,Month-end Essentials,28
SL000110,2026-02-23,ST002,PR037,SUP003,Sale,49,69.4,0.0728,3400.6,247.66,3152.94,46.24,2265.76,887.18,Month-end Essentials,37
SL000111,2026-02-23,ST002,PR038,SUP004,Sale,46,109.85,0.0,5053.1,0.0,5053.1,80.5,3703.0,1350.1,No promotion,26
SL000112,2026-02-23,ST002,PR039,SUP004,Sale,63,31.9,0.0,2009.7,0.0,2009.7,20.3,1278.9,730.8,No promotion,46
SL000113,2026-02-23,ST002,PR040,SUP010,Sale,45,39.24,0.0502,1765.8,88.62,1677.18,26.2,1179.0,498.18,Store Manager Markdown,24
SL000114,2026-02-23,ST002,PR041,SUP010,Sale,58,33.05,0.0,1916.9,0.0,1916.9,20.88,1211.04,705.86,No promotion,37
SL000115,2026-02-23,ST002,PR042,SUP004,Sale,35,75.26,0.0,2634.1,0.0,2634.1,52.8,1848.0,786.1,No promotion,24
SL000116,2026-02-23,ST002,PR043,SUP010,Sale,61,28.51,0.0,1739.11,0.0,1739.11,18.83,1148.63,590.48,No promotion,33
SL000117,2026-02-23,ST002,PR044,SUP004,Sale,26,120.75,0.0963,3139.5,302.19,2837.31,85.61,2225.86,611.45,Store Manager Markdown,15
SL000118,2026-02-23,ST002,PR045,SUP010,Sale,30,43.49,0.0,1304.7,0.0,1304.7,26.6,798.0,506.7,No promotion,23
SL000119,2026-02-23,ST002,PR046,SUP011,Sale,31,37.72,0.0,1169.32,0.0,1169.32,23.12,716.72,452.6,No promotion,18
SL000120,2026-02-23,ST002,PR047,SUP004,Sale,35,49.13,0.0,1719.55,0.0,1719.55,32.34,1131.9,587.65,No promotion,31
SL000121,2026-02-23,ST002,PR048,SUP011,Sale,34,44.32,0.0,1506.88,0.0,1506.88,27.71,942.14,564.74,No promotion,27
SL000122,2026-02-23,ST002,PR049,SUP010,Sale,26,37.49,0.0,974.74,0.0,974.74,23.9,621.4,353.34,No promotion,19
SL000123,2026-02-23,ST002,PR050,SUP004,Sale,55,24.82,0.0,1365.1,0.0,1365.1,17.37,955.35,409.75,No promotion,43
SL000124,2026-02-23,ST002,PR051,SUP005,Sale,34,55.28,0.0,1879.52,0.0,1879.52,35.53,1208.02,671.5,No promotion,21
SL000125,2026-02-23,ST002,PR052,SUP005,Sale,31,57.7,0.0,1788.7,0.0,1788.7,36.88,1143.28,645.42,No promotion,19
SL000126,2026-02-23,ST002,PR053,SUP005,Sale,51,39.93,0.0,2036.43,0.0,2036.43,24.64,1256.64,779.79,No promotion,29
SL000127,2026-02-23,ST002,PR054,SUP011,Sale,29,37.36,0.0,1083.44,0.0,1083.44,23.29,675.41,408.03,No promotion,22
SL000128,2026-02-23,ST002,PR055,SUP011,Sale,41,34.37,0.0,1409.17,0.0,1409.17,22.38,917.58,491.59,No promotion,30
SL000129,2026-02-23,ST002,PR056,SUP005,Sale,37,70.62,0.0,2612.94,0.0,2612.94,45.0,1665.0,947.94,No promotion,25
SL000130,2026-02-23,ST002,PR057,SUP005,Sale,27,58.64,0.0,1583.28,0.0,1583.28,37.31,1007.37,575.91,No promotion,15
SL000131,2026-02-23,ST002,PR058,SUP011,Sale,28,46.17,0.0,1292.76,0.0,1292.76,27.81,778.68,514.08,No promotion,20
SL000132,2026-02-23,ST002,PR059,SUP005,Sale,31,44.12,0.0,1367.72,0.0,1367.72,29.78,923.18,444.54,No promotion,22
SL000133,2026-02-23,ST002,PR060,SUP011,Sale,22,96.02,0.0,2112.44,0.0,2112.44,59.05,1299.1,813.34,No promotion,13
SL000134,2026-02-23,ST002,PR061,SUP011,Sale,19,23.66,0.0,449.54,0.0,449.54,14.13,268.47,181.07,No promotion,11
SL000135,2026-02-23,ST002,PR062,SUP003,Sale,74,34.8,0.0,2575.2,0.0,2575.2,25.64,1897.36,677.84,No promotion,48
SL000136,2026-02-23,ST002,PR063,SUP003,Sale,73,36.77,0.0,2684.21,0.0,2684.21,26.83,1958.59,725.62,No promotion,41
SL000137,2026-02-23,ST002,PR064,SUP009,Sale,51,50.0,0.0,2550.0,0.0,2550.0,33.32,1699.32,850.68,No promotion,40
SL000138,2026-02-23,ST002,PR065,SUP009,Sale,61,43.97,0.0,2682.17,0.0,2682.17,30.09,1835.49,846.68,No promotion,38
SL000139,2026-02-23,ST002,PR066,SUP009,Sale,91,30.07,0.0,2736.37,0.0,2736.37,20.98,1909.18,827.19,No promotion,71
SL000140,2026-02-23,ST002,PR067,SUP009,Sale,69,32.29,0.0789,2228.01,175.72,2052.29,21.76,1501.44,550.85,Store Manager Markdown,49
SL000141,2026-02-23,ST002,PR068,SUP011,Sale,87,24.99,0.0,2174.13,0.0,2174.13,15.73,1368.51,805.62,No promotion,67
SL000142,2026-02-23,ST002,PR069,SUP011,Sale,60,25.34,0.0,1520.4,0.0,1520.4,15.95,957.0,563.4,No promotion,32
SL000143,2026-02-23,ST002,PR070,SUP003,Sale,50,65.74,0.0,3287.0,0.0,3287.0,43.75,2187.5,1099.5,No promotion,28
SL000144,2026-02-23,ST002,PR071,SUP011,Sale,45,29.82,0.0,1341.9,0.0,1341.9,18.58,836.1,505.8,No promotion,30
SL000145,2026-02-23,ST002,PR072,SUP011,Sale,65,28.69,0.0,1864.85,0.0,1864.85,18.11,1177.15,687.7,No promotion,55
SL000146,2026-02-23,ST002,PR073,SUP003,Sale,58,46.87,0.0812,2718.46,220.72,2497.74,32.9,1908.2,589.54,Store Manager Markdown,31
SL000147,2026-02-23,ST002,PR074,SUP009,Sale,40,37.88,0.0,1515.2,0.0,1515.2,24.32,972.8,542.4,No promotion,22
SL000148,2026-02-23,ST002,PR075,SUP003,Sale,46,49.55,0.0,2279.3,0.0,2279.3,31.7,1458.2,821.1,No promotion,37
SL000149,2026-02-23,ST002,PR076,SUP011,Sale,70,29.62,0.0,2073.4,0.0,2073.4,18.12,1268.4,805.0,No promotion,57
SL000150,2026-02-23,ST002,PR077,SUP011,Sale,33,19.88,0.0,656.04,0.0,656.04,11.73,387.09,268.95,No promotion,25
SL000151,2026-02-23,ST003,PR001,SUP001,Sale,86,84.8,0.0948,7292.8,691.03,6601.77,64.28,5528.08,1073.69,Month-end Essentials,58
SL000152,2026-02-23,ST003,PR002,SUP001,Sale,46,43.64,0.1069,2007.44,214.68,1792.76,30.82,1417.72,375.04,Month-end Essentials,37
SL000153,2026-02-23,ST003,PR003,SUP001,Sale,52,49.44,0.0853,2570.88,219.39,2351.49,35.71,1856.92,494.57,Month-end Essentials,35
SL000154,2026-02-23,ST003,PR004,SUP008,Sale,57,70.43,0.0975,4014.51,391.26,3623.25,54.1,3083.7,539.55,Month-end Essentials,32
SL000155,2026-02-23,ST003,PR005,SUP008,Sale,30,54.46,0.0912,1633.8,148.93,1484.87,38.27,1148.1,336.77,Month-end Essentials,21
SL000156,2026-02-23,ST003,PR006,SUP012,Sale,63,95.69,0.0659,6028.47,397.22,5631.25,76.92,4845.96,785.29,Month-end Essentials,34
SL000157,2026-02-23,ST003,PR007,SUP012,Sale,57,19.41,0.0874,1106.37,96.67,1009.7,12.72,725.04,284.66,Month-end Essentials,37
SL000158,2026-02-23,ST003,PR008,SUP012,Sale,59,17.89,0.067,1055.51,70.7,984.81,12.31,726.29,258.52,Month-end Essentials,50
SL000159,2026-02-23,ST003,PR009,SUP011,Sale,52,73.66,0.0848,3830.32,324.63,3505.69,54.02,2809.04,696.65,Month-end Essentials,35
SL000160,2026-02-23,ST003,PR010,SUP012,Sale,42,24.39,0.0767,1024.38,78.61,945.77,16.0,672.0,273.77,Month-end Essentials,24
SL000161,2026-02-23,ST003,PR011,SUP012,Sale,45,25.34,0.1067,1140.3,121.68,1018.62,17.08,768.6,250.02,Month-end Essentials,34
SL000162,2026-02-23,ST003,PR012,SUP011,Sale,46,38.41,0.1065,1766.86,188.18,1578.68,23.85,1097.1,481.58,Month-end Essentials,39
SL000163,2026-02-23,ST003,PR013,SUP011,Sale,59,39.78,0.083,2347.02,194.88,2152.14,27.63,1630.17,521.97,Month-end Essentials,34
SL000164,2026-02-23,ST003,PR014,SUP008,Sale,48,29.98,0.1022,1439.04,147.13,1291.91,20.79,997.92,293.99,Month-end Essentials,41
SL000165,2026-02-23,ST003,PR015,SUP002,Sale,93,37.4,0.0,3478.2,0.0,3478.2,28.55,2655.15,823.05,No promotion,52
SL000166,2026-02-23,ST003,PR016,SUP002,Sale,60,37.89,0.0,2273.4,0.0,2273.4,29.95,1797.0,476.4,No promotion,33
SL000167,2026-02-23,ST003,PR017,SUP002,Sale,59,49.25,0.0,2905.75,0.0,2905.75,36.97,2181.23,724.52,No promotion,35
SL000168,2026-02-23,ST003,PR018,SUP002,Sale,57,108.97,0.0,6211.29,0.0,6211.29,91.4,5209.8,1001.49,No promotion,33
SL000169,2026-02-23,ST003,PR019,SUP002,Sale,25,80.21,0.0,2005.25,0.0,2005.25,61.76,1544.0,461.25,No promotion,17
SL000170,2026-02-23,ST003,PR020,SUP007,Sale,51,90.38,0.0,4609.38,0.0,4609.38,73.36,3741.36,868.02,No promotion,27
SL000171,2026-02-23,ST003,PR021,SUP007,Sale,63,67.54,0.0,4255.02,0.0,4255.02,51.53,3246.39,1008.63,No promotion,50
SL000172,2026-02-23,ST003,PR022,SUP002,Sale,43,43.08,0.0,1852.44,0.0,1852.44,30.58,1314.94,537.5,No promotion,27
SL000173,2026-02-23,ST003,PR023,SUP007,Sale,36,39.85,0.0,1434.6,0.0,1434.6,27.65,995.4,439.2,No promotion,26
SL000174,2026-02-23,ST003,PR024,SUP007,Sale,34,32.85,0.0,1116.9,0.0,1116.9,23.74,807.16,309.74,No promotion,20
SL000175,2026-02-23,ST003,PR025,SUP007,Sale,28,46.79,0.0,1310.12,0.0,1310.12,32.87,920.36,389.76,No promotion,17
SL000176,2026-02-23,ST003,PR026,SUP002,Sale,24,31.58,0.0,757.92,0.0,757.92,21.26,510.24,247.68,No promotion,18
SL000177,2026-02-23,ST003,PR027,SUP006,Sale,73,44.61,0.0914,3256.53,297.58,2958.95,31.58,2305.34,653.61,Month-end Essentials,40
SL000178,2026-02-23,ST003,PR028,SUP006,Sale,43,37.93,0.0595,1630.99,97.07,1533.92,24.95,1072.85,461.07,Month-end Essentials,34
SL000179,2026-02-23,ST003,PR029,SUP006,Sale,44,55.23,0.0806,2430.12,195.86,2234.26,38.7,1702.8,531.46,Month-end Essentials,27
SL000180,2026-02-23,ST003,PR030,SUP003,Sale,31,80.57,0.0967,2497.67,241.55,2256.12,52.36,1623.16,632.96,Month-end Essentials,20
SL000181,2026-02-23,ST003,PR031,SUP006,Sale,64,59.79,0.0889,3826.56,340.05,3486.51,43.77,2801.28,685.23,Month-end Essentials,45
SL000182,2026-02-23,ST003,PR032,SUP006,Sale,47,64.52,0.0918,3032.44,278.38,2754.06,46.14,2168.58,585.48,Month-end Essentials,34
SL000183,2026-02-23,ST003,PR033,SUP003,Sale,26,61.87,0.1289,1608.62,207.34,1401.28,40.45,1051.7,349.58,Month-end Essentials,16
SL000184,2026-02-23,ST003,PR034,SUP003,Sale,20,73.4,0.0872,1468.0,127.98,1340.02,50.7,1014.0,326.02,Month-end Essentials,15
